Date,Close,High,Low,Open,Volume,RSI,MACD,Signal_Line,MA20,20STD,Upper_Band,Lower_Band,Daily_Return,Lag_1,Lag_2,Lag_3,Target
2011-02-18,32.29800033569336,32.64500045776367,31.63999938964844,31.649999618530277,77,89.18659014080728,1.0430987268429668,0.7712207628585338,29.236550045013427,1.5779661260857378,32.392482297184905,26.080617792841952,0.022995053229899698,31.57200050354004,30.6299991607666,30.69300079345703,32.86399841308594
2011-02-22,32.86399841308594,34.0099983215332,33.060001373291016,33.400001525878906,31,89.6129630010052,1.16444396006613,0.849865402300053,29.513849925994872,1.705242855970721,32.924335637936316,26.103364214053432,0.017524245201244737,32.29800033569336,31.57200050354004,30.6299991607666,33.301998138427734
2011-02-23,33.301998138427734,33.654998779296875,33.07500076293945,33.07500076293945,23,93.95533903269867,1.2811851441278783,0.9361293506656181,29.838399791717528,1.779817141157441,33.39803407403241,26.278765509402646,0.013327645645436537,32.86399841308594,32.29800033569336,31.57200050354004,33.17900085449219
2011-02-24,33.17900085449219,33.560001373291016,33.560001373291016,33.560001373291016,83200,91.31971883265986,1.3482368851258109,1.0185508575576567,30.140749835968016,1.8092443397997406,33.759238515567496,26.522261156368536,-0.0036933905114124865,33.301998138427734,32.86399841308594,32.29800033569336,32.89799880981445
2011-02-25,32.89799880981445,33.375,32.03499984741211,32.06999969482422,37642,85.9662131019418,1.362989660006015,1.0874386180473286,30.433399772644044,1.7546901385081322,33.94278004966031,26.924019495627782,-0.008469273861201554,33.17900085449219,33.301998138427734,32.86399841308594,33.80400085449219
2011-02-28,33.80400085449219,33.96500015258789,33.25,33.34000015258789,4514,87.43278458637602,1.431289123547355,1.156208719147334,30.726899814605712,1.8048315153102452,34.336562845226204,27.11723678398522,0.027539731213299445,32.89799880981445,33.17900085449219,33.301998138427734,34.41600036621094
2011-03-01,34.41600036621094,34.689998626708984,33.82500076293945,33.8849983215332,1737,86.73992649221807,1.517309585962753,1.2284288925104179,31.038999843597413,1.8783385006614597,34.79567684492033,27.282322842274493,0.0181043514450574,33.80400085449219,32.89799880981445,33.17900085449219,34.82500076293945
2011-03-02,34.82500076293945,34.93000030517578,34.2400016784668,34.70000076293945,913,87.63226155391453,1.600040070090337,1.3027511280264017,31.35404987335205,1.960912839330062,35.275875552012174,27.432224194691926,0.011884018839390276,34.41600036621094,33.80400085449219,32.89799880981445,34.3129997253418
2011-03-03,34.3129997253418,34.790000915527344,34.04499816894531,34.58000183105469,526,83.09813960303956,1.6057799384720681,1.363356890115535,31.654749870300293,1.9286216449075262,35.511993160115345,27.79750658048524,-0.014702111310289645,34.82500076293945,34.41600036621094,33.80400085449219,35.31700134277344
2011-03-04,35.31700134277344,35.619998931884766,34.20000076293945,34.244998931884766,649,86.55771853701768,1.6720687969882313,1.4250992714900743,31.98394994735718,1.965224724047123,35.914399395451426,28.05350049926293,0.02926009458421497,34.3129997253418,34.82500076293945,34.41600036621094,35.85499954223633
2011-03-07,35.85499954223633,36.72999954223633,35.650001525878906,35.66999816894531,740,86.55956297546214,1.7478668325692972,1.4896527837059188,32.32349996566772,2.020071445641607,36.36364285695093,28.283357074384508,0.015233405414046386,35.31700134277344,34.3129997253418,34.82500076293945,35.65299987792969
2011-03-08,35.65299987792969,36.39500045776367,35.650001525878906,35.814998626708984,659,83.87050977405141,1.771220114204425,1.5459662498056201,32.63874998092651,2.0232516806205494,36.68525334216761,28.59224661968541,-0.005633793526302777,35.85499954223633,35.31700134277344,34.3129997253418,36.042999267578125
2011-03-09,36.042999267578125,36.39500045776367,35.65999984741211,36.02999877929688,439,85.38371021068609,1.8004430626460177,1.5968616123736998,32.927349948883055,2.078641685400346,37.084633319683746,28.770066578082364,0.010938753849149663,35.65299987792969,35.85499954223633,35.31700134277344,35.06399917602539
2011-03-10,35.06399917602539,36.17499923706055,34.77000045776367,35.94499969482422,162,72.71662220073718,1.7247237920117655,1.622434048301313,33.166899871826175,2.032192109568674,37.23128409096352,29.102515652688826,-0.02716200403536828,36.042999267578125,35.65299987792969,35.85499954223633,35.93299865722656
2011-03-11,35.93299865722656,36.060001373291016,34.06999969482422,35.165000915527344,234,73.21496351698683,1.7150665010749222,1.640960538856035,33.45899982452393,1.9861359339556601,37.431271692435246,29.486727956612608,0.024783239265968815,35.06399917602539,36.042999267578125,35.65299987792969,35.82500076293945
